12,12,12,12,12,12,12,12,12,12,12,10,10,10,3,13,13,13,13,13,13,13,13,14,13,14,14,13,13,13,14,13,13,14,14,13,13,13,13,13,14,14,2,3,10,10,10,12,12,12
12,12,12,12,12,12,12,12,12,12,10,10,10,10,3,3,13,13,13,13,13,13,13,14,13,14,14,13,13,13,14,13,13,13,13,13,13,14,13,13,13,13,3,3,10,10,12,12,12,12
12,12,12,12,12,12,12,12,12,10,10,10,10,10,10,3,3,3,3,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,13,13,13,3,10,10,10,12,12,12,12
12,12,12,12,12,12,12,12,10,10,10,10,10,10,10,10,10,10,3,3,3,13,13,13,13,13,13,13,13,14,13,13,13,14,13,13,14,13,13,13,13,13,3,10,10,10,12,12,12,12
12,12,12,12,12,12,12,10,10,10,3,3,3,3,3,10,10,10,10,10,3,3,13,13,13,13,13,14,14,13,13,13,13,13,13,13,14,13,13,13,14,13,3,10,10,10,12,12,12,12
12,12,12,12,12,12,10,10,10,3,3,13,13,13,3,3,3,3,10,10,10,3,3,13,13,13,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,3,10,10,12,12,12,12,12
12,12,12,12,12,12,10,10,10,3,13,13,13,13,13,13,3,3,3,3,10,10,3,3,3,14,14,13,13,13,14,13,14,13,14,13,13,13,13,13,13,13,3,10,10,12,12,12,12,12
12,12,12,12,12,10,10,10,3,3,13,13,13,24,25,24,13,13,13,3,3,10,10,10,3,13,13,13,13,13,13,14,14,13,13,13,13,14,13,13,13,13,3,10,10,12,12,12,12,12
12,12,12,12,10,10,10,10,3,13,13,14,24,24,24,24,24,13,13,13,3,3,10,10,3,3,13,13,13,13,13,14,14,13,13,13,13,14,14,13,13,13,3,10,10,12,12,12,12,12
12,12,12,12,10,10,10,3,13,14,13,24,24,24,25,25,24,24,13,13,13,3,3,10,10,3,3,13,14,13,13,13,13,13,13,13,13,13,13,13,13,13,3,10,10,12,12,12,12,12
12,12,12,12,10,10,3,3,13,13,13,24,25,25,24,25,25,25,24,25,14,13,3,3,10,3,3,13,13,13,13,13,13,13,13,13,13,14,13,13,14,13,3,10,10,12,12,12,12,12
12,12,12,10,10,10,3,13,14,13,13,24,25,25,24,24,25,24,13,25,24,13,13,3,3,3,14,13,13,13,13,13,13,13,13,14,13,13,13,13,13,13,3,10,10,12,12,12,12,12
12,12,12,10,10,3,3,13,13,25,25,25,24,24,25,25,24,13,13,13,24,25,13,3,3,13,13,13,3,3,13,14,13,13,13,13,13,13,13,13,13,13,3,10,10,10,12,12,12,12
12,12,12,10,10,3,13,13,13,25,13,13,13,24,24,24,25,13,13,13,13,24,24,13,13,14,13,3,3,3,13,13,13,13,13,13,13,13,14,13,13,13,3,10,10,10,12,12,12,12
12,12,12,10,10,3,13,14,13,24,25,13,14,13,13,24,25,13,13,14,13,24,25,13,13,13,3,3,10,3,14,13,13,13,14,13,13,13,13,13,14,13,3,3,10,10,12,12,12,12
12,12,12,10,10,3,14,13,14,13,24,13,13,13,13,25,13,13,13,13,13,25,13,13,14,13,3,10,10,3,3,13,13,13,14,24,25,24,24,25,24,13,13,3,10,10,12,12,12,12
12,12,12,10,10,3,13,13,13,13,25,13,13,14,13,24,24,25,25,25,25,24,13,13,14,13,3,3,10,10,3,13,14,25,24,25,24,24,24,25,24,25,24,3,10,10,12,12,12,12
12,12,12,10,10,3,13,14,13,25,25,13,13,13,13,13,13,13,13,13,25,13,13,14,13,13,13,3,10,10,3,3,24,24,24,24,24,25,24,24,24,24,24,3,10,10,12,12,12,12
12,12,12,10,10,3,13,13,13,24,2,25,24,25,13,13,13,13,25,24,25,13,13,13,13,14,13,3,10,10,10,3,24,25,24,24,24,24,24,24,24,25,24,3,10,10,12,12,12,12
12,12,12,10,10,3,13,13,25,25,24,25,13,25,13,13,14,13,25,13,13,13,13,25,13,13,13,3,3,10,10,3,3,24,24,24,25,24,25,24,25,24,24,3,10,10,12,12,12,12
12,12,12,10,10,3,13,13,13,13,13,25,13,13,13,13,13,13,25,13,13,14,13,25,13,13,13,13,3,3,10,10,3,24,24,25,24,24,24,24,24,24,25,3,10,10,12,12,12,12
12,12,12,10,10,3,3,14,13,13,24,25,24,25,13,13,13,14,24,25,13,13,13,24,24,25,25,14,13,3,10,10,3,24,25,24,24,24,24,25,24,24,24,3,10,10,12,12,12,12
12,12,12,10,10,10,3,13,13,13,25,13,13,25,25,24,13,13,13,25,24,25,25,25,13,13,13,13,13,3,10,10,3,24,24,24,25,24,24,24,25,25,24,3,10,10,12,12,12,12
12,12,12,10,10,10,3,13,13,14,13,13,13,13,13,25,24,25,24,25,13,13,13,13,13,13,3,3,3,3,10,10,3,3,25,24,25,24,24,24,24,24,25,3,10,10,12,12,12,12
12,12,12,10,10,10,3,3,13,13,13,14,13,13,14,13,13,13,13,13,13,14,14,13,3,3,3,10,10,10,10,10,10,3,3,3,24,24,24,25,24,24,24,3,10,10,12,12,12,12
12,12,12,12,10,10,10,3,3,3,13,13,13,13,13,13,13,14,13,13,13,13,3,3,3,10,10,10,10,10,10,10,10,10,10,3,3,3,24,24,24,25,24,3,10,10,12,12,12,12
12,12,12,12,10,10,10,10,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3,3,25,24,24,3,3,10,10,12,12,12,12
12,12,12,12,12,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,12,12,12,10,10,10,10,3,3,3,3,3,10,10,10,12,12,12,12
12,12,12,12,12,12,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,12,12,12,12,12,12,12,10,10,10,10,10,10,10,10,10,10,10,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,10,10,10,10,10,10,10,10,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
